assembly	genome.size
2523231040	244.56
2639762576	260.8
2523231041	275.64
2514885045	298.76
2523231042	255.45
2512564042	334.55
2516493022	366.16
2523231043	363.34
2523231044	373.1
2523231045	292.78
2524614582	170.5
2523231046	223.38
2648501484	222.42
2675903424	207.52
2523231047	303.97
2523231035	337.25
2713896821	306.25
2513237321	276.38
2513237320	323.12
2751185826	321.76
2636416072	371.14
650716009	270.54
2519899672	229
2684622558-cluster	74.55
2731957593	321.4
2510917009-cluster	278.21
2516143052-cluster	285.68
2517093032-cluster	283.94
2519899837-cluster	271.23
2526164585-cluster	269.15
2526164611-cluster	277.47
2526164654-cluster	267
2526164680-cluster	292.91
2548876926-cluster	292.79
2548876927-cluster	275.26
2561511210	297.1
2568526042	263.89
2663762987-cluster	269.56
2663763210-cluster	291.27
2671180548	305.21
2690315715	288.97
2695420888	289.79
2558309009	375.25
2627853911-cluster	229.71
2619619251	338.86
2740892265	345.48
2648501395	389.19
2534681669	267.29
2541047521	266.27
2547132102-cluster	260.39
2554235361	268.31
2565956782	303.18
2568526319-cluster	260.73
2568526703	267.37
2571042704	290.36
2574179921	271.36
2574180289	255.41
2579778738	271
2579779008	289.63
2579779061	313.99
2579779075	300.39
2579779081	305.15
2630968850	285.79
2554235288	455.01
2724679285	390.12
2645727597	239.09
2585427958	307.15
2627854125-cluster	272.79
2671180585-cluster	325.57
2630968674-cluster	434.74
2630968491	341.12
2506783014	367.07
2562617111	317.27
2576861218	347.29
2554235287	395.35
2619619211	374.51
2648501480	392.31
2654587521	291.2
2690315752	354.66
2548876798	377.32
2609460330	348.77
2627853841-cluster	370.05
2593339259	382.06
2519899744-cluster	364.29
2551306544	368.38
2545555864	275.27
649633070	330.57
2651869738	416.89
2645727719-cluster	229.57
2515154012	284.82
2636415639	280.11
2639762875	283.81
2627853663	286.61
2627854186	247.94
2636415785-cluster	316.43
2744054848-cluster	355.61
2512564041-cluster	312.15
2518645550-cluster	319.49
2541047007	313.45
2547132171	305.92
2565956783-cluster	313.21
2721755526	366.25
2585427704	353.67
2675903240	375.44
2563366550-cluster	382.38
2565956794-cluster	403.2
2585427992	382.08
2548876686	252.28
2744054987	300.75
2713896884	302.11
2660238483-cluster	287.83
2690316140	294.8
2684622521	398.06
2636415829	163
2639762952	162.41
2681812963	315.29
2579778519	324.93
2636415805	350.69
2617271075	473.06
2671180307	306.79
2541047508-cluster	346.63
2563366549	370.79
2588253759-cluster	370.78
2602041573	329.01
2751185543	372.2
2636416058	348
2690315802	358.37
2630968771-cluster	379.95
2600255158-cluster	312.39
2551306466-cluster	305.59
2627854064-cluster	304.93
2690315792	363.28
2660238023-cluster	321.04
2700989549	307.79
2724679286	358.81
2636415843-cluster	325.83
647000278	364
2744054851	361.55
2522572168-cluster	323.95
2684623205	302.27
2619619212	408.76
2565956793	374.53
2744054849	353.97
2508501106	371.84
2506783048	429.2
2551306423	401.64
2639762525-cluster	392.95
2627853890	348.99
2648501822	361.88
2600254956-cluster	324.77
2518645537-cluster	409.2
2585427824	398.47
2506783060	424.45
2516493018	253.99
2540341250	249.73
2554235289	245.07
2636416183	247.14
2554235286	370.48
2556921043	441.68
2651869802	356.29
2643221687	377.36
2643221715	388.5
2660238020-cluster	289.37
2657245072	266.88
2657245406	377.26
2667527874	297.8
2657245569	304.18
2663763223	290.23
2698536440	294.97
2728368992	348.18
2687453194	348.23
2738541274-cluster	404.06
2738541264-cluster	340.49
2519103087	271.01
2724679287	271.44
2619619252	369.49
650716060	245.64
2511231070-cluster	239.96
2511231130-cluster	240.19
2512564073	238.99
2541047046	248.41
2545824626	240.6
2545824629	239.82
2547132039-cluster	237.18
2547132238-cluster	236.59
2548876689	232.6
2554235011-cluster	230.54
2554235103	225.24
2554235208-cluster	236.81
2554235238	234.65
2554235258-cluster	233.98
2554235276	235.82
2554235278	239.48
2565956582-cluster	240.41
2565956758	233.95
2574179798-cluster	240.3
2574179818-cluster	240.15
2574179819-cluster	240.67
2574179830	240.7
2574179837-cluster	239.91
2574179852	238.6
2574179882-cluster	240.06
2574179895	240.33
2574179955	241.75
2574179969-cluster	240.1
2574179983-cluster	240.65
2574180005-cluster	241.88
2574180039	227.67
2574180110	240.26
2574180240-cluster	240.7
2574180253	240.52
2574180334-cluster	240.38
2574180374	239.77
2574180413-cluster	237.17
2576861349	237.66
2576861394	240.08
2579778623	225.04
2579779012	238.96
2582581129	239.78
2582581148	243.16
2582581174	241.82
2582581175	239.53
2582581176	239.46
2582581193	240.11
2588253735	239.34
2588253982	240.67
2588253997	240.2
2588254011	240.98
2588254113	240.94
2588254163	239.51
2590828610	240.23
2590828615	240.04
2590828619	240.54
2602041929-cluster	238.76
2602041930-cluster	241.9
2602041938	241.18
2602041941-cluster	240.1
2602041969-cluster	239.66
2602041978-cluster	240.14
2602041979	240.29
2602041992-cluster	240.14
2602041994	239.46
2602041995-cluster	242.3
2603879588-cluster	240.23
2603879601-cluster	240.3
2603879605	238.6
2603879619	239.32
2603879718	240.98
2603879724	240.18
2603879728-cluster	240.02
2603879808	241.93
2603879836	238.81
2603879942	240.87
2603879944-cluster	237.12
2603880060	239.54
2619619325	237.49
2619619375	243.08
2619619400	241.33
2619619424-cluster	242.8
2619619562	241.35
2630968655	238.79
2630968852	241.84
2636415403	239.65
2636415641	242.39
2636416143	241.95
2645727999	231.99
2654587639	234.32
2657245095	238.33
2657245541	228.62
2660238574	227.22
2663763115	228.66
2663763244	232.61
2663763263	230.3
2667527880-cluster	229.98
2671180247-cluster	226.12
2671180702	228.47
2675903581	234.44
2681813341	230.25
2684623100	238.44
2687453574	238.34
2690315775	221.38
2693429578	229.31
2693429639	228.66
2693429647	224.87
2695420445	228.4
2695420570	227.56
2695420829	210.87
2700989601	170.44
2700989615	226.52
2700989635	230.55
2721755506	240.42
2508501052	429.97
2534681942-cluster	359.31
2740892518	438.73
2522572167	242.56
2565956798	310.6
2582580513	89.77
2563366738	437.91
2645727807	494.48
2551306170	502.02
2731957723	446.81
2731957722	462.33
2731957724	428.19
2731957726	488.27
2596583671-cluster	430.5
2599185153	434.72
2731957725	515.03
2731957758	442.79
2551306168	457.13
2731957727	417.29
2551306156	505.34
2563367075-cluster	407.02
2731957728	440.53
2551306171	533.82
2585427998	550.45
2513237372	572.42
2551306159	410.34
2731957730	363.91
2551306165	442.14
2731957729	385.11
2713896925	494.37
2551306157	365.03
2511231172	357.41
2681813501	360.94
2731957731	444.77
2551306163	433.99
2663763270-cluster	374.72
2731957753	438.22
2627854286	479
2731957738	455.73
2731957754	378.32
2731957733	354.01
2551306154	408.71
2731957734	410.74
2731957736	482.9
2681812981	517.83
2563367078	634.77
2731957740	473.58
2731957737	430.88
2731957741	484.95
2698536635	537.25
2731957757	446.49
2731957742	639.22
2551306155	489.87
2731957755	429.11
2731957739	465.11
2751185867	426.86
2547132424	497.98
2563367076-cluster	441.15
2551306160	448.35
2731957744	501.16
2731957747	600.69
2675903655	453.7
2731957756	458.6
2731957732	442.4
2731957743	491.59
2731957749	445.23
2568526174	457.57
2651869726-cluster	458.11
2731957745	366.09
2731957746	398.65
2545824538	526.66
2713896924	435.68
2551306172	477.44
2551306166	588.25
2551306161	427.44
2551306162	398.35
2551306177	500.25
2731957751	525.06
2681812982	554.64
2731957748	389.38
2551306183	395.96
2551306192	615.9
2645727695	562.54
2731957752	455.03
2731957750	546.57
2734481949	422.04
2576861707	375.53
2597489953	359.84
2619619300-cluster	339.67
2751185900	283.9
2524614736-cluster	401.48
2548876784	424.96
2561511168-cluster	368.95
2576861198-cluster	380.5
2617271341	421.98
2648501183	396.08
2706794586-cluster	373.37
2551306354	256.71
2744054541	267.5
2565956795-cluster	292.28
2642422554	600.09
2531839264	552.32
2634166362	626.1
2675903023	323.04
2537561590-cluster	585.38
2547132199	550.28
2576861435	551.53
2681812806	597.21
2643221491	317.17
2737472030-cluster	327.2
2751185902	322.85
2744054614	361.22
2516653027	290.2
2531839744	365.59
2630968327	301.85
2630969012-cluster	296.58
2645727925	306.42
2565956761-cluster	383.97
2597490290	410.25
2617271037	438.09
2681813029-cluster	379.71
2724679739	411.77
2728369692	395.14
2545824723	239.22
2630968521-cluster	292.61
2554235023	305.62
2634166395	326.88
2639762912	351.23
2648501152-cluster	343.42
2690315893	316.81
2681813038	353.82
2734481911	360.26
2718218192	243.19
2713897328	396.28
2738543005	297.6
2734481922	325.9
2675903013	262.12
2706794514	332.96
2675903015	311.36
2529292502	298.17
2636415775	295.75
2684623067	300.13
2687453397-cluster	312.22
2698536671	360.3
2675903021	365.01
2744054788	309.97
2600255126	321.35
2639763074	312.27
2645727586-cluster	301.74
2643221957	326.55
2724679741-cluster	243.89
2651869698	340.58
2684622684-cluster	343.51
2713897051	336.34
2744054777-cluster	300.47
2738543034	350.24
2744054539	206.78
2687453237	230.61
2693429870-cluster	219.59
2563366510	259.65
2643221956	260.5
2643221955	249.01
2645727692	257.09
646564566	159.2
2562617189	187.26
2731957601	227.54
2519103184	300.36
2731957600	299.68
2585427829	260.49
646564587	245.49
2634166370	265.29
2551306130	245.9
2639762617	297.79
2651870327-cluster	269.01
2667527978	292.74
2751185725-cluster	327.78
2521172629	325.88
2568526728	320.11
2724679737	343.2
2724679711	349.92
2596583524	255.72
2596583530	240.98
2596583531	274.98
2643221812	251.16
2681812929	242.96
2684623289	62.89
2524614512	333.02
644736393	348.65
2636416005	280.35
2524614639	342.68
2585427525	347.28
2615840661	364.71
2651870121-cluster	427.53
2731957505	503.42
2518285603	483.06
2528768220	428.17
2651870117	382.48
2590828683	444.53
2687453533	436.41
2734482175	450.17
2596583538	482.58
2596583621	451.67
2515154015	335.64
2728369520	651.84
2630968685	302.54
2517287026	302.5
2516493031	229.41
2740891815	236.03
2616644808	274.49
2634166628	258.71
2619619031	281.94
2718217663	535.16
2540341184	564.04
644736323	491.43
2751185736	661.72
2634166198	512.15
2516143008	593.45
2642422517	560.87
2517434013	661.79
2517287020	521.2
2627854290	560.93
2585427649	544.02
2751185827	611.29
2561511175	539.33
2634166275	571.34
2634166339	543.58
2511231181-cluster	621.22
2609460149	624.44
2517572242	422.82
2597490168	425.47
2515075013	547.75
2554235157	569.56
2554235102	544.58
2554235156	535.3
2675903153	625.28
2634166327	494.01
2728369078-cluster	494.41
2582581014	553.71
2675903692	597.51
2634166333	596.76
2675903226	448.31
2513237078	500.97
2630968289	400.59
2512564010	520.5
2634166899	629.48
2512564011	315.43
2667527405	411.32
2595698251	754.31
2645727686	720.13
2565956555	597.6
2596583533	540.4
2663762721	571.41
2718218054	605.63
2751185868	595
2619619033	519.03
2556921037	271.28
2558860112	601.28
2627854291	344.37
2645728092	354.07
2522572182	283.16
651053061	438.74
2651869675	348.55
649989992	370.08
2671180625	423.41
2675903497	418.58
2718217924	389.12
2700988696	351.12
2596583529	319.62
2596583537	321.67
2596583595	282.74
2508501044	264.03
2519103058	277.73
2508501013	306.09
2508501119	251
2517093017	193.63
2517287016	207.39
2508501012	342.46
2675903049	408.73
2515154179	275.64
2585427562	297.72
2517093016	216.2
2596583569	321.45
2596583604	321.49
2718217639	351.59
644736404	234.31
2509276054	264.83
2627854288	492.61
2576861650	473.27
2630968997	490.25
2599185150	363.72
2597490365-cluster	458.53
2547132038	509.68
2634166199	541.85
2515154143	510.25
2617271235	437.39
2695420942	428.21
2513237119	248.54
2728369483	650.47
2675903051-cluster	341.78
2602042021	54.39
2739367580-cluster	19.1
2236661004-cluster	7.51
2651869509	47.39
2651869522	52.58
2606217191	33.49
2606217200	38.87
2236661007	27.43
2236661005	37.1
2602042019	41.49
2602042020	48.19
2606217181	51.44
2513020036	315.87
2515154155	474.29
2675903058	398.41
2636416006	371.05
2515154140	581.47
646311938	447.79
2708742384	176.46
2687453509	189.99
2585427695	148.59
2643221878-cluster	186.22
2643221681	195.12
2643221697	186.49
2643221961-cluster	208.91
2751185729	224.49
2634166904	218
2523231010	268.32
2643221831	202.03
2731957516	240.45
2619618878	323.2
2524614663	269.95
2663762717	253.13
2582580751	286.68
2751185838	238.77
2639762616	253.33
2731957589	285.68
2675903056	298.74
2654587794	323.67
2663762759	248.01
2627854157	321.04
2687453782	320.68
2519899648	242.52
2509276014-cluster	263.43
2558860165	250.79
2558860971	258.86
2643221873-cluster	236.23
2643221641	246.17
2643221615-cluster	311.29
2643221696-cluster	307.63
2643221576-cluster	293.44
2643221604	280.42
2643221617-cluster	288.53
2643221854	239.4
2643221857	240.79
2739367862	174.6
2738541305	273.58
2739367898	238.18
2684622998	357.27
2671180088	228.8
2617270786	209.08
2643221850	256.66
2731957759	207.91
2513237117	187.5
2518285597	186.91
2521172602	191.74
2671180803-cluster	195.07
2684623196	191.43
2518285598	144.88
2523533551	150.77
2523533600	148.28
2671180235	161.45
2751185744	162.8
2636415402	162.71
2617270936	159.11
2540341165	178.25
2731957689	173.84
2558860125	131.4
2636415982	244.31
2541047021	129.6
646564561	115.98
647000296	115.11
647000298	117
2511231095	116.21
2511231219	115.55
2512047068-cluster	119.59
2513237388-cluster	118.26
2515154214-cluster	114.92
2516143011	116.77
2518285594	114.82
2522572173-cluster	117.53
2531839222-cluster	118.06
2531839223-cluster	114.84
2531839317	116.41
2531839425-cluster	114.82
2537561580-cluster	118.39
2537561582	114.67
2537561585	117.73
2537561678	114.76
2537561681	114.31
2537561817	117.9
2537561818	114.73
2537562124	114.81
2571042378	118
2576861376	121.11
2576861738	117.25
2576861741	118.67
2576861751	114.78
2585427622	115.93
2609459802	120.44
2609459851-cluster	115.14
2619619216-cluster	122.94
2619619217	116.14
2645727974-cluster	120.58
2687453189	117.75
2687453256	119.42
2513237389-cluster	118.47
2518285596	118.58
2541047016	131.07
2541047023	117.99
2558860397-cluster	118.36
2602041614-cluster	118.88
2744054797	125.77
2512047045-cluster	93.38
2518285595	94.6
2558860398	91.93
2602041680	92.02
2529293281-cluster	124.1
2531839572	111.76
2744054862	107.62
2615840646	246.52
2630969010	261.01
2634166345	240.63
2522572156	221.87
2731957581	218.12
650716058	324.03
2636416048	392.54
2731957515	179.85
2636415533	144.63
2524614803	151.78
2675903216	136.45
649633084	123.88
2619619253-cluster	122.09
2627853667-cluster	126.02
2724679289	120.68
2724679290-cluster	122.1
2724679291	125.12
2523231070	189.64
2724679781	147.23
2627853595	166.05
2523533555	85.98
2541046979	100.72
2558860393	85.48
2651870304	198.54
2731639228	226.42
2516653049	312.09
2510065062	600.47
644736339	636.29
2515154197	696.65
2639762732-cluster	545.64
2574179793	493.01
2576861491	477.53
2751185790	514.57
2671180820	473.03
2574179795	519.73
2751185791	448.68
2751185793	513.11
2511231086	526.36
2643221631	486.2
2657245328	555.8
2739367638	557.13
2739368072	501.28
2718217689	528.1
2615840648	538.07
2671180173	599.24
2737472028	503.13
2574179785	600.22
2706794554	584.73
2671180344	565.72
2751185749	549.39
2675903135-cluster	575.65
2706794556	525.62
2574179761	540.69
2574179794	462.61
2547132121	536.21
2645727782	356.25
2657245726	484.2
2648501836	602.72
2690316222	651.82
2541047081	399.64
2597489910-cluster	416.9
2645728019	398.41
2740892359	438.47
2744054841	444.58
2545824724-cluster	560.37
2579778836	564.81
2541047017	463.51
2663763463	406.96
2690316259	437.42
2657245705	375.3
2657245712	384.83
2671180616	490.12
2597490034	507.66
2740891805	515.71
2634166371	656
2739368069	619.08
2706794553	483.28
2582581312	430.09
2616644941	508.57
2609460021	633.87
2515154166	452.7
2636416124	485.6
2657245711	479.28
2517572239-cluster	537.61
2636415441	413.57
2643221647-cluster	654.14
2671180174-cluster	636.3
2547132122	531.38
2643221548	478.72
647533233	511.58
651324105	549.31
2554235367	499.86
2515154102-cluster	480.17
2728369734-cluster	631.67
2547132120	501.46
2619619268-cluster	635.92
2636415838	609.23
2639763142-cluster	450.97
2693429751	579.56
2667527442	454.44
2657245723-cluster	512.35
2634166340-cluster	516.37
2687453805	401.1
2513237100-cluster	436.6
2585427945-cluster	439.01
2657245716	434.21
2551306164	329.61
2744054895	682.67
2657245138	508
2602041786	725.09
2675903008	666.06
2648501282	606.07
2724679233-cluster	614.24
2537561795	632.12
2616644852-cluster	505.37
2660238718	591.26
2751186047	496.5
2582581028	465.41
2648501849	395.64
2648501356	443.75
2639762847	558.92
2724679801-cluster	504.2
2728369488	537.23
2554235391-cluster	469.09
646862346	732.16
2718217699-cluster	711.44
2721755846	746.28
2582581313	608.55
2634166373	506.15
2740892360	485.84
2537561865	441.16
2617271283	464.07
2636415863	517.77
2663762943	548.34
2740892208	455.72
2602041572	522.68
2602042089	593.75
2634166484	493.53
2585427943	565.42
2561511169-cluster	630.81
2645728072	504.88
2561511190-cluster	451.11
2630968572	452.79
2513237109	481.7
2524614673	495.97
2568526584	389.58
2657245720	459.42
2657245722	382.59
2657245729	484.59
2690316220	314.25
2654587880	366.83
2630968666	452.82
2663762722	418.15
2681813211	372.2
2690316023	370.91
2693429651	437.76
2565956830	720.67
2516493006	439.89
2675903055	421.43
2663762755	349.09
2724679019	516.93
2579778653	676.52
2541047971	573.22
2636416184	475.44
2724679104	467.65
2639762745	591.55
2654587765	463.79
2597490183	462.14
646564576	615.47
2636415922-cluster	595.28
2660238227-cluster	604.68
2531839540	465.17
2684623024-cluster	499.85
2515154165	439.53
2523533511	437.02
2657245702-cluster	431.36
649990018	438.89
651285011	443.04
2648501322	414.78
2657245713-cluster	377.63
